"year";"plot";"subplot";"focal";"distance";"neigh_intra";"neigh_inter";"edge"
2017;3;"B6";"CHFU";"d1";1;1;TRUE
2017;3;"B6";"LEMA";"d1";2;0;TRUE
2017;3;"C1";"CHFU";"d1";1;1;TRUE
2017;3;"C1";"LEMA";"d1";0;2;TRUE
2017;3;"C2";"CHFU";"d1";1;2;FALSE
2017;3;"C2";"LEMA";"d1";2;0;FALSE
2017;3;"C3";"CHFU";"d1";0;2;FALSE
2017;3;"C3";"LEMA";"d1";2;1;FALSE
2017;3;"C4";"CHFU";"d1";0;3;FALSE
2017;3;"C4";"LEMA";"d1";3;0;FALSE
2017;3;"C5";"CHFU";"d1";0;1;FALSE
2017;3;"C5";"LEMA";"d1";2;0;FALSE
2017;3;"C6";"LEMA";"d1";2;0;TRUE
2017;3;"D1";"LEMA";"d1";1;0;TRUE
2017;3;"D2";"CHFU";"d1";2;2;FALSE
2017;3;"D2";"LEMA";"d1";0;0;FALSE
2017;3;"D3";"CHFU";"d1";0;5;FALSE
2017;3;"D3";"LEMA";"d1";2;0;FALSE
2017;3;"D4";"CHFU";"d1";0;2;FALSE
2017;3;"D4";"LEMA";"d1";3;0;FALSE
2017;3;"D5";"CHFU";"d1";0;1;FALSE
2017;3;"D5";"LEMA";"d1";2;0;FALSE
2017;3;"D6";"LEMA";"d1";0;0;TRUE
2017;3;"E1";"CHFU";"d1";0;1;TRUE
2017;3;"E1";"LEMA";"d1";1;1;TRUE
2017;3;"E2";"CHFU";"d1";2;1;FALSE
2017;3;"E2";"LEMA";"d1";2;0;FALSE
2017;3;"E3";"CHFU";"d1";1;0;FALSE
2017;3;"E3";"LEMA";"d1";1;2;FALSE
2017;3;"E4";"CHFU";"d1";0;2;FALSE
2017;3;"E4";"LEMA";"d1";2;0;FALSE
2017;3;"E5";"CHFU";"d1";2;2;FALSE
2017;3;"E5";"LEMA";"d1";3;0;FALSE
2017;3;"E6";"LEMA";"d1";2;3;TRUE
2017;3;"F1";"CHFU";"d1";0;2;TRUE
2017;3;"F1";"LEMA";"d1";3;0;TRUE
2017;3;"F2";"LEMA";"d1";3;0;TRUE
2017;3;"F3";"CHFU";"d1";0;4;TRUE
2017;3;"F3";"LEMA";"d1";2;0;TRUE
2017;3;"F4";"CHFU";"d1";2;2;TRUE
2017;3;"F4";"LEMA";"d1";3;0;TRUE
2017;3;"F5";"LEMA";"d1";4;0;TRUE
2017;3;"F6";"LEMA";"d1";1;0;TRUE
2017;4;"A1";"LEMA";"d1";0;0;TRUE
2017;4;"A2";"CHFU";"d1";0;0;TRUE
2017;4;"A2";"LEMA";"d1";1;0;TRUE
2017;4;"A3";"LEMA";"d1";0;0;TRUE
2017;4;"A4";"LEMA";"d1";1;0;TRUE
2017;4;"A5";"LEMA";"d1";0;0;TRUE
2017;4;"A6";"LEMA";"d1";0;0;TRUE
2017;4;"B1";"CHFU";"d1";0;2;TRUE
2017;4;"B1";"CHFU";"d1";0;2;TRUE
2017;4;"B1";"CHFU";"d1";1;2;TRUE
2017;4;"B1";"CHFU";"d1";1;2;TRUE
2017;4;"B1";"LEMA";"d1";2;0;TRUE
2017;4;"B2";"LEMA";"d1";1;0;FALSE
2017;4;"B3";"LEMA";"d1";2;0;FALSE
2017;4;"B4";"LEMA";"d1";0;0;FALSE
2017;4;"B5";"LEMA";"d1";0;0;FALSE
2017;4;"B6";"LEMA";"d1";0;0;TRUE
2017;4;"C1";"LEMA";"d1";2;0;TRUE
2017;4;"C2";"CHFU";"d1";0;1;FALSE
2017;4;"C2";"LEMA";"d1";1;0;FALSE
2017;4;"C3";"CHFU";"d1";1;1;FALSE
2017;4;"C3";"LEMA";"d1";2;0;FALSE
2017;4;"C4";"LEMA";"d1";1;0;FALSE
2017;4;"C5";"LEMA";"d1";0;0;FALSE
2017;4;"C6";"CHFU";"d1";0;0;TRUE
2017;4;"C6";"LEMA";"d1";0;0;TRUE
2017;4;"D2";"LEMA";"d1";0;0;FALSE
